Data,Conta Corrente,Fonte,Deputado,Emenda,Plano de Ação,Descrição,Secretaria,Classificação,Repasse,Rendimentos,Empenho,Nota,Valor Bruto,IR,ISS,INSS,Valor Liquido nota,Saldo Banco,Anexo NF,LIQ ORDEM,Comprovante Fornecedor,Comprovante IR,Comprovante ISS,Comprovante INSS,PDF Geral,ABA,URL_LINK
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,40612/2023,107,"R$ 1.119,99",,,,,83877.26,1_NE 40612 NF 107.pdf,1_O 40612 NF 107.pdf,1_COMP NF 107.pdf,,,,https://drive.google.com/file/d/1lR-vvuRhjvdLl17MQJz37RiMP4yE9tIi/view?usp=drivesdk,1595,https://drive.google.com/file/d/1lR-vvuRhjvdLl17MQJz37RiMP4yE9tIi/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,33179/2023,3146,"R$ 260,00",,,,,83617.26,2_NE 33179 NF 3146.pdf,2_O 33179 NF 3146.pdf,2_COMP NF 3146.pdf,,,,https://drive.google.com/file/d/1YAU25s01bve7C5D6-8fUIYmc_cLAX_VB/view?usp=drivesdk,1595,https://drive.google.com/file/d/1YAU25s01bve7C5D6-8fUIYmc_cLAX_VB/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,40619/2023,883,"R$ 533,94",,,,,83083.32,3_NE 40619 NF 883.pdf,3_O 40619 NF 883.pdf,3_COMP NF 883.pdf,,,,https://drive.google.com/file/d/1jJ-tgFKOPffmnMkigS9HxEvk2VbmOiuW/view?usp=drivesdk,1595,https://drive.google.com/file/d/1jJ-tgFKOPffmnMkigS9HxEvk2VbmOiuW/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,46216/2023,872,"R$ 4.730,00",,,,,78353.32,1_NE 46216 NF 872.pdf,1_O 46216 NF 872.pdf,1_COMP NF 872.pdfk,,,,https://drive.google.com/file/d/1BzR6zEIL7a0GMxlKWfoYKjd_iWlqu684/view?usp=drivesdk,1595,https://drive.google.com/file/d/1BzR6zEIL7a0GMxlKWfoYKjd_iWlqu684/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,9170/2024,72,"R$ 3.939,28",,,,,74414.04,1_NE 9170 NF 72.pdf,1_O 9170 NF 72.pdf,1_COMP NF 72.pdf,,,,https://drive.google.com/file/d/1A_7Cut4Khywsgtaqm6EgQnaYF8i1Mm7R/view?usp=drive_link,1595,https://drive.google.com/file/d/1A_7Cut4Khywsgtaqm6EgQnaYF8i1Mm7R/view?usp=drive_link
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,9364/2024,9693,"R$ 2.265,10",,,,,72148.94,1_NE 9364 NF 9693.pdf,1_O 9364 NF 9693.pdf,1_COMP NF 9693.pdfk,1_IR NF 9693.pdf,,,https://drive.google.com/file/d/1-lXEZ-bDBko3t1bRHmcETT1kaD0qGP6k/view?usp=drivesdk,1595,https://drive.google.com/file/d/1-lXEZ-bDBko3t1bRHmcETT1kaD0qGP6k/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15524/2024,3660,"R$ 1.936,20",,,,,70212.74,2_NE15524 NF 3660.pdf,2_O 15524 NF 3660.pdf,2_COMP NF 3660.pdf,,,,https://drive.google.com/file/d/13BJhoyVvSfBPTMQNGAZrbbV2ropY5GKN/view?usp=drivesdk,1595,https://drive.google.com/file/d/13BJhoyVvSfBPTMQNGAZrbbV2ropY5GKN/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15519/2024,419,"R$ 1.335,00",,,,,68877.74,3_NE 15519 NF 419.pdf,3_O 15519 NF 419.pdf,3_COMP NF 419.pdf,,,,https://drive.google.com/file/d/1nIfX8HbzpiLhAooSISnsI-si4e0VuD-9/view?usp=drivesdk,1595,https://drive.google.com/file/d/1nIfX8HbzpiLhAooSISnsI-si4e0VuD-9/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15397/2024,55,"R$ 5.400,00",,,,,63477.74,1_NE 15397 NF 55.pdf,1_O 15397 NF 55.pdf,1_COMP NF 55.pdf,,,,https://drive.google.com/file/d/1Yz7B_0U8wP4JfXB3G1f0O2gUaqVJOSjh/view?usp=drivesdk,1595,https://drive.google.com/file/d/1Yz7B_0U8wP4JfXB3G1f0O2gUaqVJOSjh/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,14623/2024,4642,"R$ 9.249,25",,,,,54228.49,3_NE 14623 NF 4642.pdf,3_O 14623 NF 4642.pdf,3_COMP NF 4642.pdf,3_IR NF 4642.pdf,,,https://drive.google.com/file/d/1Eeuaj8kH-Y0eFLE4rO-Zy40FrCj8pEzj/view?usp=drivesdk,1595,https://drive.google.com/file/d/1Eeuaj8kH-Y0eFLE4rO-Zy40FrCj8pEzj/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15996/2024,2229,"R$ 1.240,00",,,,,52988.49,4_NE 15996 NF 2229.pdf,4_O 15996 NF 2229.pdf,4_COMP NF 2229.pdf,4_IR NF 2229.pdf,,,https://drive.google.com/file/d/1N5DLRX9oaRe8aOB1Bp9Y_BkbWd4G_8ZD/view?usp=drivesdk,1595,https://drive.google.com/file/d/1N5DLRX9oaRe8aOB1Bp9Y_BkbWd4G_8ZD/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,9363/2024,9692,"R$ 2.265,10",,,,,50723.39,5_NE 9363 NF 9692.pdf,5_O 9363 NF 9692.pdfk,5_COMP NF 9692.pdf,5_IR NF 9692.pdf,,,https://drive.google.com/file/d/1B74TPjrVFPIEXD3Dt7mtT9dbwcdoLtfH/view?usp=drivesdk,1595,https://drive.google.com/file/d/1B74TPjrVFPIEXD3Dt7mtT9dbwcdoLtfH/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15395/2024,54,"R$ 3.600,00",,,,,47123.39,6_NE 15395 NF 54.pdf,6_O 15395 NF 54.pdf,6_COMP NF 54.pdf,,,,https://drive.google.com/file/d/1fUkgyrGQa4mP4InoEPhgo1BYp6t_on5G/view?usp=drive_link,1595,https://drive.google.com/file/d/1fUkgyrGQa4mP4InoEPhgo1BYp6t_on5G/view?usp=drive_link
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15523/2024,8023,"R$ 549,00",,,,,46574.39,7_NE 15523 NF 8023.pdf,7_O 15523 NF 8023.pdfk,7_COMP NF 8023.pdf,,,,https://drive.google.com/file/d/1LU1xTawtvelDmrhPTEcSxJ9qIl76LMtG/view?usp=drivesdk,1595,https://drive.google.com/file/d/1LU1xTawtvelDmrhPTEcSxJ9qIl76LMtG/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15995/2024,2228,"R$ 2.480,00",,,,,44094.39,8_NE 15995 NF 2228.pdf,8_O 15995 NF 2228.pdf,8_COMP NF 2228.pdf,8_IR NF 2228.pdf,,,https://drive.google.com/file/d/12pnp0s87aj-y8GFrV6G7guGSg4slQSrT/view?usp=drivesdk,1595,https://drive.google.com/file/d/12pnp0s87aj-y8GFrV6G7guGSg4slQSrT/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15522/2024,1338,"R$ 880,00",,,,,43214.39,1_NE 15522 NF 1338.pdf,1_O 15522 NF 1338.pdf,1_COMP 15522 NF 1338.pdf,,,,https://drive.google.com/file/d/1UYkU7JvpSbt09bT1H1FzM5vs7kzKTM4k/view?usp=drivesdk,1595,https://drive.google.com/file/d/1UYkU7JvpSbt09bT1H1FzM5vs7kzKTM4k/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15993/2024,10318,"R$ 1.837,30",,,,,41377.09,2_NE 15993 NF 10318.pdf,2_O 15993 NF 10318.pdf,2_COMP 15993 NF 10318.pdf,2_IR NF 10318.pdfk,,,https://drive.google.com/file/d/1ha4WRK3JEGXpP9l8ryhzi_AUPtQOUGip/view?usp=drivesdk,1595,https://drive.google.com/file/d/1ha4WRK3JEGXpP9l8ryhzi_AUPtQOUGip/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15994/2024,10319,"R$ 2.477,27",,,,,38899.82,3_NE 15994 NF 10319.pdf,3_O 15994 NF 10319.pdf,3_COMP 15994 NF 10319.pdf,3_IR NF 10319.pdf,,,https://drive.google.com/file/d/1v7fNrK-_4QGkOl0skx5ur5zLXEYVILRc/view?usp=drivesdk,1595,https://drive.google.com/file/d/1v7fNrK-_4QGkOl0skx5ur5zLXEYVILRc/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,14621/2024,4709,"R$ 8.279,34",,,,,30620.48,1_NE 14621 NF 4.709.pdf,1_O 14621 NF 4709.pdf,1_COMP NF 4709.pdf,1_IR NF 4709.pdfk,,,https://drive.google.com/file/d/1ILKzHZ0mxS81XKpU4R9fQlNLGQ6SqU8T/view?usp=drivesdk,1595,https://drive.google.com/file/d/1ILKzHZ0mxS81XKpU4R9fQlNLGQ6SqU8T/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,35817/2024,4894,"R$ 3.712,00",,,,,26908.48,1_NE 35817 NF 4894.pdf,1_O 35817 NF 4894.pdfk,1_COMP NF 4894.pdf,1_IR NF 4894.pdf,,,https://drive.google.com/file/d/1IhoVP_J6ivYv_VJcmqq8bfpTxxpA9m1x/view?usp=drivesdk,1595,https://drive.google.com/file/d/1IhoVP_J6ivYv_VJcmqq8bfpTxxpA9m1x/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,38201/2024,4879,"R$ 12.992,00",,,,,13916.48,1_NE 38201 NF 4879.pdf,1_O 38201 NF 4879.pdf,1_COMP NF 4879.pdf,1_IR NF 4879.pdf,,,https://drive.google.com/file/d/1M70mbyU1XnFK0-SkbEjUvER4hDrZbwFq/view?usp=drivesdk,1595,https://drive.google.com/file/d/1M70mbyU1XnFK0-SkbEjUvER4hDrZbwFq/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,9362/2024,562,"R$ 812,00",,,,,13104.48,2_NE 9362 NF 562.pdf,2_O 67004 NF 562.pdf,2_COMP NF 562.pdf,,,,https://drive.google.com/file/d/1udWXURMY5Yy-7P2UIeJPeXWbuRwokQ5w/view?usp=drivesdk,1595,https://drive.google.com/file/d/1udWXURMY5Yy-7P2UIeJPeXWbuRwokQ5w/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,15521/2024,1594,"R$ 2.480,00",,,,,10624.48,3_NE 15521 NF 1594.pdf,3_O 66989 NF 1594.pdf,3_COMP NF 1594.pdf,,,,https://drive.google.com/file/d/15Crs7XueRIZ8u9T-5VpNfMNJIh8Uwsz9/view?usp=drivesdk,1595,https://drive.google.com/file/d/15Crs7XueRIZ8u9T-5VpNfMNJIh8Uwsz9/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,39575/2024,140097,"R$ 7.586,00",,,,,3038.48,1_NE 39575 NF 140097.pdf,1_O 39575 NF 140097.pdf,1_COMP NF 140097.pdf,1_IR NF 140097.pdf,,,https://drive.google.com/file/d/1URJbrGlKGTM0N0-3PRNTxDv6gS75o5Qt/view?usp=drivesdk,1595,https://drive.google.com/file/d/1URJbrGlKGTM0N0-3PRNTxDv6gS75o5Qt/view?usp=drivesdk
2024,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Receita,,4976.15,,,,,,,,8014.63,,,,,,,,1595,-
2025,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,38855/2024,31,"R$ 406,76",,,,,7607.87,1_NE 38855 NF 31.pdf,1_O 82977 NF 31.pdf,1_COMP NF 31.pdf,,,,https://drive.google.com/file/d/1omqQb6Ckt2EjfLd_D7GeOQCrA3aaPcrI/view?usp=drivesdk,1595,https://drive.google.com/file/d/1omqQb6Ckt2EjfLd_D7GeOQCrA3aaPcrI/view?usp=drivesdk
2025,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,38976/2024,5210,"R$ 882,00",,,,,6725.87,1_NE 38976 NF 5210.pdf,1_LIQ NF 5210.pdf,1_COMP NF 5210.pdf,1_IR NF 5210.pdf,,,https://drive.google.com/file/d/1YHrSWnxcEwX-tYi_ZgRUMkkujy0QLIyg/view?usp=drivesdk,1595,https://drive.google.com/file/d/1YHrSWnxcEwX-tYi_ZgRUMkkujy0QLIyg/view?usp=drivesdk
2025,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,12619/2025,3151753,"R$ 4.240,00",,,,,2485.87,1_NE 12619 NF 3151753.pdf,1_O 39045 NF 3151753.pdf,1_COMP NF 3151753.pdf,1_IR NF 3151753.pdf,,,https://drive.google.com/file/d/17A_OVxCSx6Ay4yyiO3bwXYOwSFCIW631/view?usp=drivesdk,1595,https://drive.google.com/file/d/17A_OVxCSx6Ay4yyiO3bwXYOwSFCIW631/view?usp=drivesdk
2025,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Receita,,647.44,,,,,,,,3133.31,,,,,,,,1595,-
2026,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Receita,,160.12,,,,,,,,3293.43,,,,,,,,1595,-
2026,131520-X,1595,SARGENTO FAHUR,202040660010, 0903-004065,Sem objeto definido,SEMULHER,Despesa,,,23090/2026,23090/2026,"R$ 3.293,43",,,,,0,,,,,,,https://drive.google.com/file/d/1nw1L8EaxJrM-aBc6ja5Ng4BC7wv50APn/view?usp=drive_link,1595,https://drive.google.com/file/d/1nw1L8EaxJrM-aBc6ja5Ng4BC7wv50APn/view?usp=drive_link
2026,569487315-3,1412,LUIZ NISHIMORI,202628740001,09032026-092240,aquisição de veículo,SEPED,Receita,238800,,,,,,,,,238800,,,,,,,,1412,-
2026,569487315-3,1412,LUIZ NISHIMORI,202628740001,09032026-092240,,SEPED,Receita,,517.19,,,,,,,,239317.19,,,,,,,,1412,-
2026,568689114-8,1425,LUIZ NISHIMORI,202628740001,09032026-092239,castração de animais,SEBEA,Receita,0,,,,,,,,,0,,,,,,,,1425,-
2025,574600791-5,1295,RICARDO BARROS,202533320005,09032025-076698,,SAET,Receita,1980000,,,,,,,,0,1980000,,,,,,,,1295,-
2025,574600791-5,1295,RICARDO BARROS,202533320005,09032025-076698,,SAET,Receita,,26736.91,,,,,,,0,2006736.91,,,,,,,,1295,-
2026,574600791-5,1295,RICARDO BARROS,202533320005,09032025-076698,,SAET,Receita,,66610.87,,,,,,,0,2073347.78,,,,,,,,1295,-
2025,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Receita,396000,,,,,,,,0,396000,,,,,,,,1373,-
2025,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Receita,,7362.48,,,,,,,0,403362.48,,,,,,,,1373,-
2026,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Receita,,11547.71,,,,,,,0,414910.19,,,,,,,,1373,-
2026,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Despesa,,, 7429/2026,7429,325951.53,,,,325951.53,88958.66,1_NE 7429 MARÇO.pdf,1_LIQ 14442 MARÇO.pdf,1_COMP MARÇO.pdf,,,,https://drive.google.com/file/d/1bpEScEtTy5KSDJxS-GfYGPVCfLuCtzj3/view?usp=drive_link,1373,https://drive.google.com/file/d/1bpEScEtTy5KSDJxS-GfYGPVCfLuCtzj3/view?usp=drive_link
2026,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Despesa,,, 7429/2026,7429,8130.93,,,,8130.93,80827.73,1_NE 7429 ABRIL.pdf,1_LIQ 21494 ABRIL.pdf,1_COMP ABRIL.pdf,,,,https://drive.google.com/file/d/1BldljSeQyu36kVlZjRYOnr0SbTw0iNtS/view?usp=drivesdk,1373,https://drive.google.com/file/d/1BldljSeQyu36kVlZjRYOnr0SbTw0iNtS/view?usp=drivesdk
2026,574393671-0,1373,RICARDO BARROS,202533320005,09032025-076699,,SAÚDE,Despesa,,, 7429/2026,7429,25129.72,,,,25129.72,55698.01,1_NE 7429 MAIO.pdf,1_LIQ 28038 MAIO.pdf,1_COMP MAIO.pdf,,,,https://drive.google.com/file/d/1OMGYRn7hlvfY_6Ud31Ycc3yYGYsKNAu-/view?usp=drive_link,1373,https://drive.google.com/file/d/1OMGYRn7hlvfY_6Ud31Ycc3yYGYsKNAu-/view?usp=drive_link
2025,574600792-3,1317,RICARDO BARROS,202533320005,09032025-076701,,SAS,Receita,990000,,,,,,,,0,990000,,,,,,,,1317,-
2025,574600792-3,1317,RICARDO BARROS,202533320005,09032025-076701,,SAS,Receita,,13368.45,,,,,,,0,1003368.45,,,,,,,,1317,-
2026,574600792-3,1317,RICARDO BARROS,202533320005,09032025-076701,,SAS,Receita,,33305.43,,,,,,,0,1036673.88,,,,,,,,1317,-
2025,574881323-4,1360,RICARDO BARROS,202533320005, 09032025-076702,,SAET,Receita,198000,,,,,,,,0,198000,,,,,,,,1360,-
2025,574881323-4,1360,RICARDO BARROS,202533320005, 09032025-076702,,SAET,Receita,,2665.68,,,,,,,0,200665.68,,,,,,,,1360,-
2026,574881323-4,1360,RICARDO BARROS,202533320005, 09032025-076702,,SAET,Receita,,5368.72,,,,,,,0,206034.4,,,,,,,,1360,-
2021,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,150000,,,,,,,,0,150000,,,,,,,,1694,-
2021,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,2844.27,,,,,,,0,152844.27,,,,,,,,1694,-
2022,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,14948.38,,,,,,,0,167792.65,,,,,,,,1694,-
2023,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,17242.14,,,,,,,0,185034.79,,,,,,,,1694,-
2024,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Despesa,,,8953/2024,109500,105000,1260,,,103740,80034.79,1_NE 8953 NF 109500.pdf,1_O 8953 NF 109500.pdf,1_COMP NF 109500.pdf,1_IR NF 109500.pdf,,,https://drive.google.com/file/d/13PVI0sSh3w7RUNlMJuJdY3utmIUvqbwp/view?usp=drivesdk,1694,https://drive.google.com/file/d/13PVI0sSh3w7RUNlMJuJdY3utmIUvqbwp/view?usp=drivesdk
2024,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,5359.45,,,,,,,0,85394.24,,,,,,,,1694,-
2025,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Despesa,,,10703/2024,109499,80034.5,960.42,,,79074.08,5359.74,2_NE 10703 e 10704 NF 109499.pdf,2_O 10703 e 10704 NF 109499.pdf,2_COMP NF 109499.pdf,2_IR NF 109499.pdf,,,https://drive.google.com/file/d/1O0Jt6cd7OBLfM_wweLvogFyg4OwimGZ6/view?usp=drivesdk,1694,https://drive.google.com/file/d/1O0Jt6cd7OBLfM_wweLvogFyg4OwimGZ6/view?usp=drivesdk
2025,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Despesa,,,12768/2025,315812,4240,50.87,,,4189.13,1119.74,1_NE 12768 NF 3153812.pdf,1_O 37092 NF 3153812.pdf,1_COMP NF 3153812.pdf,1_IR NF 3153812.pdf,,,https://drive.google.com/file/d/18_qLF8knBWeifqqGedpUbGyt_M734LUM/view?usp=drivesdk,1694,https://drive.google.com/file/d/18_qLF8knBWeifqqGedpUbGyt_M734LUM/view?usp=drivesdk
2025,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,363.11,,,,,,,0,1482.85,,,,,,,,1694,-
2026,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Receita,,63.59,,,,,,,0,1546.44,,,,,,,,1694,-
2026,133308-9,1694,RICARDO BARROS,202133320001,09032021-011046,Sem objeto definido,SEMULHER,Despesa,,,21553/2026,21553/2026,1546.44,,,,1546.44,0,,,,,,,https://drive.google.com/file/d/1V-1tIrwVbcDxYJGNyxvh2qlfjnOG9jM3/view?usp=drive_link,1694,https://drive.google.com/file/d/1V-1tIrwVbcDxYJGNyxvh2qlfjnOG9jM3/view?usp=drive_link
2025,574600793-1,1359,LUIZ NISHIMORI,202528740001,09032025-080257,,SESP,Receita,425700,,,,,,,,0,425700,,,,,,,,1359,-
2025,574600793-1,1359,LUIZ NISHIMORI,202528740001,09032025-080257,,SESP,Receita,,5748.43,,,,,,,0,431448.43,,,,,,,,1359,-
2026,574600793-1,1359,LUIZ NISHIMORI,202528740001,09032025-080257,,SESP,Receita,,11517.98,,,,,,,0,442966.41,,,,,,,,1359,-
2026,569446576-4,1417,SARGENTO FAHUR,202640660002,09032026-092272,"intermediação, interpretação e tradução de Libras",SEPED,,0,,,,,,,,,0,,,,,,,,1417,-
2025,574516448-0,1364,SARGENTO FAHUR ,202540660012,09032025-079799,,SETRAB,Receita,198000,,,,,,,,0,198000,,,,,,,,1364,-
2025,574516448-0,1364,SARGENTO FAHUR ,202540660012,09032025-079799,,SETRAB,Receita,,2688.86,,,,,,,0,200688.86,,,,,,,,1364,-
2026,574516448-0,1364,SARGENTO FAHUR ,202540660012,09032025-079799,,SETRAB,Receita,,9180.15,,,,,,,0,209869.01,,,,,,,,1364,-
2025,574024377-3,1368,ZECA DIRCEU,202528490012,09032025-082197,,SEMOP,Receita,594000,,,,,,,,0,594000,,,,,,,,1368,-
2025,574024377-3,1368,ZECA DIRCEU,202528490012,09032025-082197,,SEMOP,Receita,,7775.36,,,,,,,0,601775.36,,,,,,,,1368,-
2026,574024377-3,1368,ZECA DIRCEU,202528490012,09032025-082197,,SEMOP,Receita,,27577.2,,,,,,,0,629352.56,,,,,,,,1368,-
2025,573443105-9,1387,SARGENTO FAHUR,202540660012,09032025-2086846,,SEMOB,Receita,396000,,,,,,,,0,396000,,,,,,,,1387,-
2025,573443105-9,1387,SARGENTO FAHUR,202540660012,09032025-2086846,,SEMOB,Receita,0,,,,,,,,0,396000,,,,,,,,1387,-
2026,573443105-9,1387,SARGENTO FAHUR,202540660012,09032025-2086846,,SEMOB,Receita,0,17556.44,,,,,,,0,413556.44,,,,,,,,1387,-
2024,141588-3,1267,RICARDO BARROS,202433320005,09032024-068942 , Aquisição de equipamentos e veículo,SELURB,Receita,835792,,,,,,,,0,835792,,,,,,,,1267,-
2024,141588-3,1267,RICARDO BARROS,202433320005,09032024-068942 , Aquisição de equipamentos e veículo,SELURB,Receita,,3047.56,,,,,,,0,838839.56,,,,,,,,1267,-
2025,141588-3,1267,RICARDO BARROS,202433320005,09032024-068942, Aquisição de equipamentos e veículo,SELURB,Receita,,91009.52,,,,,,,0,929849.08,,,,,,,,1267,-
2026,141588-3,1267,RICARDO BARROS,202433320005,09032024-068942, Aquisição de equipamentos e veículo,SELURB,Receita,,40693.86,,,,,,,0,970542.94,,,,,,,,1267,-
2024,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Centro Esportivo Jardim Paulista,AMETRO,Receita,90000,,,,,,,,0,90000,,,,,,,,1276,-
2024,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Aquisição de Cadeiras de Rodas,SESP,Receita,110000,,,,,,,,0,200000,,,,,,,,1276,-
2024,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Aquisição de Cadeiras de Rodas,SESP,Receita,,3313.38,,,,,,,,203313.38,,,,,,,,1276,-
2024,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Centro Esportivo Jardim Paulista,AMETRO,Receita,,3367.39,,,,,,,,206680.77,,,,,,,,1276,-
2025,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Aquisição de Cadeiras de Rodas,SESP,Despesa,,, 44749/2024,,110000,,,,110000,96680.77,1_NE 44749 Repasse de verba.pdf,1_44749 Repasse de verba.pdf,1_COMP Repasse de verba.pdf,,,,https://drive.google.com/file/d/1yXsK8pYns27U41Hew3Nyg4BudTaJx9cE/view?usp=drivesdk,1276,https://drive.google.com/file/d/1yXsK8pYns27U41Hew3Nyg4BudTaJx9cE/view?usp=drivesdk
2025,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Centro Esportivo Jardim Paulista,AMETRO,Receita,,10489.34,,,,,,,0,107170.11,,,,,,,,1276,-
2026,141587-5,1276,LUIZ NISHIMORI,202428740001,09032024-068079,Centro Esportivo Jardim Paulista,AMETRO,Receita,,4690.18,,,,,,,0,111860.29,,,,,,,,1276,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,736682,,,,,,,,0,736682,,,,,,,,31192,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,24043/2022,897,56740,,,,56740,679942,1_NE 24043 NF 897.pdf,1_O 61855 NF 897.pdf,1_COMP NF 897.pdf,,,,https://drive.google.com/file/d/1PnSOykr2BUEmjA_fx5yjoHqmt62A-NXY/view?usp=drivesdk,31192,https://drive.google.com/file/d/1PnSOykr2BUEmjA_fx5yjoHqmt62A-NXY/view?usp=drivesdk
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,,36836.12,,,,,,,0,716778.12,,,,,,,,31192,-
