Data,Conta Corrente,Fonte,Deputado,Emenda,Plano de Ação,Descrição,Secretaria,Classificação,Repasse,Rendimentos,Empenho,Nota,Valor Bruto,IR,ISS,INSS,Valor Liquido nota,Saldo Banco,Anexo NF,LIQ ORDEM,Comprovante Fornecedor,Comprovante IR,Comprovante ISS,Comprovante INSS,PDF Geral,ABA,URL_LINK
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,8763/2023,243,47970,575.64,,,47394.36,668808.12,1_NE 8763 NF 243.pdf,1_LIQ NF 243.pdf,1_COMP NF 243.pdf,1_IR NF 243.pdf,,,https://drive.google.com/file/d/1Cao-2AJBroGsZCJJyj1EP_-Ek8WEl_Bh/view?usp=drivesdk,31192,https://drive.google.com/file/d/1Cao-2AJBroGsZCJJyj1EP_-Ek8WEl_Bh/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,24893/2023,146,10000,120,,,9880,658808.12,1_NE 24893 NF 146.pdf,1_LIQ NF 146.pdf,1_COMP NF 146.pdf,1_IR NF 146.pdf,,,https://drive.google.com/file/d/1N-J_1rBSO292DojRw5bbJrAyZLogQ9Ax/view?usp=drivesdk,31192,https://drive.google.com/file/d/1N-J_1rBSO292DojRw5bbJrAyZLogQ9Ax/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,15620/2023,15619,58550,,,,58550,600258.12,2_NE 15619 e 15620 NF 205249.pdf,2_LIQ NE 15619 NF 205249 (FONTE 31193 CONVENIO).pdf,,,,,https://drive.google.com/file/d/1I_PLR1HuU8rfYb9dvuJ-kPRFOjfaDCUE/view?usp=drivesdk,31192,https://drive.google.com/file/d/1I_PLR1HuU8rfYb9dvuJ-kPRFOjfaDCUE/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,8768/2023,2956,2200,,,,2200,598058.12,4_NE 8768 NF 2956.pdf,4_LIQ NF 2956.pdf,4_COMP_NF 2956.pdf,,,,https://drive.google.com/file/d/1lFhnhQSZBSZ7FQW2eulNP6QaFGEkCKjk/view?usp=drivesdk,31192,https://drive.google.com/file/d/1lFhnhQSZBSZ7FQW2eulNP6QaFGEkCKjk/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,,51805.21,,,,,,,0,649863.33,,,,,,,,31192,-
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,11107/2024,268448,153500,1842,,,151658,496363.33,1_NE 11107 NF 268448.pdf,1_O 29266 NF 268448.pdf,1_COMP NF 268448 E 268690.pdf,1_IR NF 268448.pdf,,,https://drive.google.com/file/d/1KpH1WLPSvvcXPjRYTjgL6V1YmSXWII93/view?usp=drivesdk,31192,https://drive.google.com/file/d/1KpH1WLPSvvcXPjRYTjgL6V1YmSXWII93/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,11107/2024,268690,153500,1842,,,151658,342863.33,2_NE 11107 NF 268690.pdf,,1_COMP NF 268448 E 268690.pdf,1_IR NF 268690.pdf,,,https://drive.google.com/file/d/1MaaVeHgewuvCBiQt216XHYxmRrYLkD5x/view?usp=drivesdk,31192,https://drive.google.com/file/d/1MaaVeHgewuvCBiQt216XHYxmRrYLkD5x/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,39137/2024,850,37679.64,,,,37679.64,305183.69,1_NE 39137 NF 850.pdf,1_O 76006 NF 850.pdf,1_COMP NF 850.pdf,,,,https://drive.google.com/file/d/1zoW-zAonfoXha1_EGJn7eDbRxLdmc77p/view?usp=drivesdk,31192,https://drive.google.com/file/d/1zoW-zAonfoXha1_EGJn7eDbRxLdmc77p/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44039/2024,18,1760,,,,1760,303423.69,1_NE 44039 NF 18.pdf,1_O 82048 NF 18.pdf,1_COMP NF 18.pdf,,,,https://drive.google.com/file/d/19rPlwOscTJqnV98FwUUfE_MbazoA3mpm/view?usp=drive_link,31192,https://drive.google.com/file/d/19rPlwOscTJqnV98FwUUfE_MbazoA3mpm/view?usp=drive_link
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44106/2024,48,420,,,,420,303003.69,2_ NE 44106 NF 48.pdf,2_O 82054 NF 48.pdf,2_COMP NF 48.pdf,,,,https://drive.google.com/file/d/1SB4BvUYJpWA8rwA7EfeybkMN8SUdFczP/view?usp=drivesdk,31192,https://drive.google.com/file/d/1SB4BvUYJpWA8rwA7EfeybkMN8SUdFczP/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44376/2024,2436,32000,,,,32000,271003.69,3_ NE 44376 NF 2436.pdf,3_O 81992 NF 2436.pdf,3_COMP NF 2436.pdf,,,,https://drive.google.com/file/d/1-wxZaFVaBpVV2rzUcuPQ9ty3wcTUKNQc/view?usp=drivesdk,31192,https://drive.google.com/file/d/1-wxZaFVaBpVV2rzUcuPQ9ty3wcTUKNQc/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44044/2024,1299,2040,,,,2040,268963.69,4_ NE 44044 NF 1299.pdf,4_O 83568 NF 1299.pdf,4_COMP NF 1299.pdf,,,,https://drive.google.com/file/d/1ZcVsLm3WjMH7ZfLqm_I8-fBRYPP2wJyv/view?usp=drivesdk,31192,https://drive.google.com/file/d/1ZcVsLm3WjMH7ZfLqm_I8-fBRYPP2wJyv/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44109/2024,1229,824.17,,,,824.17,268139.52,5_ NE 44109 NF 1229.pdf,5_O 82611 NF 1229.pdf,5_COMP NF 1229.pdf,,,,https://drive.google.com/file/d/1lAQm30aqMdQwJLUPdBusPgSmWYLcVRtT/view?usp=drivesdk,31192,https://drive.google.com/file/d/1lAQm30aqMdQwJLUPdBusPgSmWYLcVRtT/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44321/2024,2677,9889.1,,,,9889.1,258250.42,6_NE 44321 NF 2677.pdf,6_LIQ NF 2677.pdf,6_COMP NF 2677.pdf,,,,https://drive.google.com/file/d/1BeCYfAtZlxsK_NgerlyuzCTKZVUQbVqv/view?usp=drivesdk,31192,https://drive.google.com/file/d/1BeCYfAtZlxsK_NgerlyuzCTKZVUQbVqv/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,39142/2024,937,42140,,,,42140,216110.42,2_NE 39142 NF 937.pdf,2_O 77801 NF 937.pdf,2_COMP NF 937.pdf,,,,https://drive.google.com/file/d/1XL2YCL1nOcUVbfCMYJX68-NdKvofkBr1/view?usp=drivesdk,31192,https://drive.google.com/file/d/1XL2YCL1nOcUVbfCMYJX68-NdKvofkBr1/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44006/2024,10502,2095,,,,2095,214015.42,7_NE 44006 NF 10502.pdf,7_LIQ NF 10502.pdf,7_COMP NF 10502.pdf,,,,https://drive.google.com/file/d/1WNi_9xiHLO6zXuCVLDyG_7Z-R1445vU4/view?usp=drivesdk,31192,https://drive.google.com/file/d/1WNi_9xiHLO6zXuCVLDyG_7Z-R1445vU4/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44107/2024,5336,2225,,,,2225,211790.42,8_NE 44107 NF 5336.pdf,8_LIQ NF 5336.pdf,8_COMP NF 5336.pdf,,,,https://drive.google.com/file/d/1NLRmUh1gzWklMgzwo_rZihEVVf6aJiaW/view?usp=drivesdk,31192,https://drive.google.com/file/d/1NLRmUh1gzWklMgzwo_rZihEVVf6aJiaW/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44144/2024,9511,1250,,,,1250,210540.42,9_NE 44144 NF 9511.pdf,9_LIQ NF 9511.pdf,9_COMP NF 9511.pdf,,,,https://drive.google.com/file/d/1cjA-Kdx67TjD-_wC3Lxfq9tkZRuOS7Lj/view?usp=drivesdk,31192,https://drive.google.com/file/d/1cjA-Kdx67TjD-_wC3Lxfq9tkZRuOS7Lj/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,,26981.98,,,,,,,0,237522.4,,,,,,,,31192,-
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44319/2025,82,9250,,,,9250,228272.4,1_ NE 44319 NF 082.pdf,1_O 1257 NF 82.pdf,1_COMP NF 82.pdf,,,,https://drive.google.com/file/d/1OhW94qN2359n5TzKwNT8u-qsinsyO3gu/view?usp=drivesdk,31192,https://drive.google.com/file/d/1OhW94qN2359n5TzKwNT8u-qsinsyO3gu/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44377/2024,7752,1298.7,,,,1298.7,226973.7,2_ NE 44377  NF 7752.pdf,2_O 1260 NF 7752.pdf,2_COMP NF 7752.pdf,,,,https://drive.google.com/file/d/1xsboZSyAKz1PWZx_1G4OIIXYOrwUO5RP/view?usp=drivesdk,31192,https://drive.google.com/file/d/1xsboZSyAKz1PWZx_1G4OIIXYOrwUO5RP/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,48402/2024,5381,6750,,,,6750,220223.7,1_NE 48402 NF 5381.pdf,,1_COMP_NF 5381.pdf,,,,https://drive.google.com/file/d/14F1bm8I6sf6HYnDvBEFz_-V37x1yaGE3/view?usp=drivesdk,31192,https://drive.google.com/file/d/14F1bm8I6sf6HYnDvBEFz_-V37x1yaGE3/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,44009/2024,6106457,1312,,,,1312,218911.7,2_NE 44009 NF 6106457.pdf,,2_COMP_NF 6457.pdf,,,,https://drive.google.com/file/d/17gi1HjKWd8l652g_-J1Dm3MXBV-CTfxs/view?usp=drivesdk,31192,https://drive.google.com/file/d/17gi1HjKWd8l652g_-J1Dm3MXBV-CTfxs/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,47188/2024,85,1769.99,,,,1769.99,217141.71,1_NE 47188 NF 85.pdf,1_ O 13148 NF 85.pdf,1_COMP_NF 85.pdf,,,,https://drive.google.com/file/d/1r3W-NmtULWMimTtJVCGl8tTFkXm2mQWE/view?usp=drivesdk,31192,https://drive.google.com/file/d/1r3W-NmtULWMimTtJVCGl8tTFkXm2mQWE/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,13357/2025,3153811,25440,305.28,,,25134.72,191701.71,1_NE 13357 NF 3153811.pdf,1_LIQ NF 3153811.pdf,1_COMP_NF 3153811.pdf,1_IR NF 3153811.pdf,,,https://drive.google.com/file/d/1sieVNmg7_DuRe9aSHOl1qW-Ar2wNnBhI/view?usp=drivesdk,31192,https://drive.google.com/file/d/1sieVNmg7_DuRe9aSHOl1qW-Ar2wNnBhI/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Despesa,,,21782/2025,772,3900,46.8,,,3853.2,187801.71,2_NE 21782 NF 772.pdf,2_LIQ NF 772.pdf,2_COMP_NF 772.pdf,2_IR NF 772.pdf,,,https://drive.google.com/file/d/1HBYJl_Lw0UimFPSUjCIgbV3xvNxwUeBy/view?usp=drivesdk,31192,https://drive.google.com/file/d/1HBYJl_Lw0UimFPSUjCIgbV3xvNxwUeBy/view?usp=drivesdk
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,,19469.49,,,,,,,0,207271.2,,,,,,,,31192,-
2026,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SETRAB,Receita,,8200.02,,,,,,,0,215471.22,,,,,,,,31192,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,100000,,,,,,,,0,315471.22,,,,,,,,31192,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,,4999.15,,,,,,,0,320470.37,,,,,,,,31192,-
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,42494/2022,3320,92000,1104,,,90896,228470.37,1_NE 42494 NF 3320.pdf,1_O 261 NF 3320.pdf,1_COMP NF 3320.pdf,1_IR NF 3320.pdf,,,https://drive.google.com/file/d/19-4sr5nfOHypAudwcXA9w22cmASdTKWs/view?usp=drivesdk,31192,https://drive.google.com/file/d/19-4sr5nfOHypAudwcXA9w22cmASdTKWs/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,9236/2023,218,1200,,,,1200,227270.37,3_NE 9236 NF 218.pdf,3_LIQ NF 218.pdf,3_COMP NF 218.pdfk,,,,https://drive.google.com/file/d/1aYvpHHi7cqpgwVtpDkGDYjHabXj6Ljxp/view?usp=drivesdk,31192,https://drive.google.com/file/d/1aYvpHHi7cqpgwVtpDkGDYjHabXj6Ljxp/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,9486/2023,22805,139,,,,139,227131.37,1_NE 9486 NF 22805.pdf,1_LIQ NF 22805.pdf,1_COMP NF 22805.pdf,,,,https://drive.google.com/file/d/1zQbn0nLiKFiDzApxOjIuisvoDAy8D6g3/view?usp=drivesdk,31192,https://drive.google.com/file/d/1zQbn0nLiKFiDzApxOjIuisvoDAy8D6g3/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,9487/2023,3394,839,,,,839,226292.37,1_NE 9487 NF 3394.pdf,1_O 45286 NF 3394.pdf,1_COMP NF 3394.pdf,,,,https://drive.google.com/file/d/1rnfCUgCcvSpIP3i2pFOoKq196nACSF7Z/view?usp=drivesdk,31192,https://drive.google.com/file/d/1rnfCUgCcvSpIP3i2pFOoKq196nACSF7Z/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,9488/2023,897,637.05,,,,637.05,225655.32,2_NE 9488 NF 897.pdf,2_LIQ NF 897.pdf,2_COMP NF 897.pdf,,,,https://drive.google.com/file/d/1KQ9vNKuwCVmJADXQfmgsII1e40Zht32o/view?usp=drivesdk,31192,https://drive.google.com/file/d/1KQ9vNKuwCVmJADXQfmgsII1e40Zht32o/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Despesa,,,6281/2023,8381,498,,,,498,225157.32,4_NE 6281 NF 8381.pdf,4_LIQ NF 8381.pdf,4_COMP NF 8381.pdf,,,,https://drive.google.com/file/d/1W52SrX3MS5xKDVLSSTY6doMT74GxrLiR/view?usp=drivesdk,31192,https://drive.google.com/file/d/1W52SrX3MS5xKDVLSSTY6doMT74GxrLiR/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,,7030.65,,,,,,,0,232187.97,,,,,,,,31192,-
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,,3661.81,,,,,,,0,235849.78,,,,,,,,31192,-
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,,2642.27,,,,,,,0,238492.05,,,,,,,,31192,-
2026,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,SAS,Receita,,1112.86,,,,,,,0,239604.91,,,,,,,,31192,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,250000,,,,,,,,0,489604.91,,,,,,,,31192,-
2022,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,,12503.3,,,,,,,0,502108.21,,,,,,,,31192,-
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4306/2023,693,4092.8,,,,4092.8,498015.41,1_NE 4306 NF 693.pdf,,1_COMP NF 693.pdf,,,,https://drive.google.com/file/d/1Pd4mzkMEjsudMLB3NNwjcsJQF_U92dlj/view?usp=drivesdk,31192,https://drive.google.com/file/d/1Pd4mzkMEjsudMLB3NNwjcsJQF_U92dlj/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4307/2023,187,206271,2475.25,,,203795.75,291744.41,1_NE 4307 NF 187.pdf,1_LIQ NF 187.pdf,1_COMP_NF 187.pdf,1_IR NF 187.pdf,,,https://drive.google.com/file/d/16TGy9W1MKI5xcW0DgZHh971qPEBvh_cJ/view?usp=drivesdk,31192,https://drive.google.com/file/d/16TGy9W1MKI5xcW0DgZHh971qPEBvh_cJ/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4303/2023,3539,3485,41.82,,,3443.18,288259.41,2_NE 4303 NF 3539.pdf,2_LIQ NF 3539.pdf,2_COMP_NF 3539.pdf,2_IR NF 3539.pdf,,,https://drive.google.com/file/d/1-QeCowpMn1kLLUO6OXr6EC0KbfaTxmto/view?usp=drivesdk,31192,https://drive.google.com/file/d/1-QeCowpMn1kLLUO6OXr6EC0KbfaTxmto/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4305/2023,22553,5838,,,,5838,282421.41,3_NE 4305 NF 22553.pdf,3_LIQ NF 22553.pdf,3_COMP_NF 22553.pdf,,,,https://drive.google.com/file/d/1aZwhSOMCvPSc0ibzfLXYYlqUdEbvcDjk/view?usp=drivesdk,31192,https://drive.google.com/file/d/1aZwhSOMCvPSc0ibzfLXYYlqUdEbvcDjk/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4302/2023,676308,673,8.07,,,664.93,281748.41,2_NE 4302 NF 676308.pdf,2_LIQ 23247 NF 676308.pdf,2_COMP NF 676308.pdf,2_IR NF 676308.pdf,,,https://drive.google.com/file/d/18ubRJyMV-ZgUCuabd0hnyK_v9kNMwYWl/view?usp=drivesdk,31192,https://drive.google.com/file/d/18ubRJyMV-ZgUCuabd0hnyK_v9kNMwYWl/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,4304/2023,7954,4690,,,,4690,277058.41,3_NE 4304 NF 7954.pdf,3_LIQ NF 7954.pdf,3_COMP NF 795.pdf,,,,https://drive.google.com/file/d/1oqIbZLH01yGeTycV5TNAHWhiNLQuXM0U/view?usp=drivesdk,31192,https://drive.google.com/file/d/1oqIbZLH01yGeTycV5TNAHWhiNLQuXM0U/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,16408/2023,919,1960,,,,1960,275098.41,1_NE 16408 NF 919.pdf,1_LIQ NF 919.pdf,1_COMP NF 919.pdf,,,,https://drive.google.com/file/d/1ml8i2EMb1VsdsBzbd0UkM19b09gUfNiA/view?usp=drivesdk,31192,https://drive.google.com/file/d/1ml8i2EMb1VsdsBzbd0UkM19b09gUfNiA/view?usp=drivesdk
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Despesa,,,45628/2023,612,22740,,,,22740,252358.41,1_NE 45628 NF 612.pdf,1_O 45628 NF 612.pdf,1_COMP NF 612.pdf,,,,https://drive.google.com/file/d/1anb1oe1pKhJ6dIwSMRLpfAcjOYS0JATW/view?usp=drivesdk,31192,https://drive.google.com/file/d/1anb1oe1pKhJ6dIwSMRLpfAcjOYS0JATW/view?usp=drivesdk
2023,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,,17584.27,,,,,,,0,269942.68,,,,,,,,31192,-
2024,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,,9158.51,,,,,,,0,279101.19,,,,,,,,31192,-
2025,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,,6608.54,,,,,,,0,285709.73,,,,,,,,31192,-
2026,134990-2,31192,SARGENTO FAHUR,202240660004,09032022-021090,Sem objeto definido,AMITECH,Receita,,2783.34,,,,,,,0,288493.07,,,,,,,,31192,-
2024,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Receita,200000,,,,,,,,,200000,,,,,,,,1264,-
2024,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Receita,,729.26,,,,,,,,200729.26,,,,,,,,1264,-
2025,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Despesa,,,610/2025,127025,91000,1092,,,89908,109729.26,1_NE 610 NF 127025.pdf,1_LIQ NF 127025 E 127026.pdf,COMP_NF 127025.pdf,1_ IR NF 127025.pdf,,,https://drive.google.com/file/d/1IvUrqYxwG2lqSx7NdXcRhoRz42zaGBl4/view?usp=drivesdk,1264,https://drive.google.com/file/d/1IvUrqYxwG2lqSx7NdXcRhoRz42zaGBl4/view?usp=drivesdk
2025,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Despesa,,,610/2025,127026,91000,1092,,,89908,18729.26,2_NE 610 NF 127026.pdf,1_LIQ NF 127025 E 127026.pdf,COMP_NF 127026.pdf,2_ IR NF 127026.pdf,,,https://drive.google.com/file/d/1paQdYvKY0sIxAHkmxIWBdqt0bh4fzCl9/view?usp=drivesdk,1264,https://drive.google.com/file/d/1paQdYvKY0sIxAHkmxIWBdqt0bh4fzCl9/view?usp=drivesdk
2025,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Receita,,9693.4,,,,,,,,28422.66,,,,,,,,1264,-
2026,141591-3,1264,ZECA DIRCEU,202428490007,09032024-071513,salões comunitários,AMETRO,Receita,,1243.89,,,,,,,,29666.55,,,,,,,,1264,-
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos de Limpeza Para Distrito de Iguatemi ,GAPRE,Receita,100000,,,,,,,,,100000,,,,,,,,1266,-
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos de Limpeza Para Distrito de Iguatemi ,GAPRE,Despesa,,,44136/2024,1033,3240,38.88,,,3201.12,96760,NE 44136 NF 1033.pdf,1_O 44136 NF 1033.pdf,1_COMP NF 1033.pdf,1_IR NF 1033.pdf,,,https://drive.google.com/file/d/1lnfpxHscAtVAVLVpijmqtC557NbXP2H8/view?usp=drivesdk,1266,https://drive.google.com/file/d/1lnfpxHscAtVAVLVpijmqtC557NbXP2H8/view?usp=drivesdk
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos de Limpeza Para Distrito de Iguatemi ,GAPRE,Receita,,2805.58,,,,,,,,99565.58,,,,,,,,1266,-
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos Elétricos Incapacitante,SEMOP,Receita,,5611.39,,,,,,,,105176.97,,,,,,,,1266,-
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,CAMINHÃO REFRIGERADO,SETRAB,Receita,,8417.21,,,,,,,,113594.18,,,,,,,,1266,-
2024,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,LIBRAS,SEPED,Receita,,7014.18,,,,,,,,120608.36,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos Elétricos Incapacitante,SEMOP,Despesa,,,11652/2025,3906,197155.2,2365.86,,,194789.34,-76546.84,1_NE 11652 NF 39706.pdf,1_O 22640 NF 39706.pdf,1_COMP NF 39706.pdf,1_IR NF 39706.pdf,,,https://drive.google.com/file/d/1OCi2pMel_MQo9fFbc06C64t2k2DzNCzm/view?usp=drivesdk,1266,https://drive.google.com/file/d/1OCi2pMel_MQo9fFbc06C64t2k2DzNCzm/view?usp=drivesdk
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos Elétricos Incapacitante,SEMOP,Receita,200000,,,,,,,,,123453.16,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,CAMINHÃO REFRIGERADO,SETRAB,Receita,300000,,,,,,,,,423453.16,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,CAMINHÃO REFRIGERADO,SETRAB,Despesa,,,11857/2025,1389489,288768,3465.22,,,285302.78,134685.16,1_NE 11857 NF 1389489.pdf,1_O 48622 NF 1389489.pdf,1_COMP NF 1389489.pdf,1_IR NF 1389489.pdf,,,https://drive.google.com/file/d/13kt4wLycfl0WLqRHk_O8hVRX8gg-RdHK/view?usp=drivesdk,1266,https://drive.google.com/file/d/13kt4wLycfl0WLqRHk_O8hVRX8gg-RdHK/view?usp=drivesdk
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,LIBRAS,SEPED,Receita,250000,,,,,,,,,384685.16,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos de Limpeza Para Distrito de Iguatemi ,GAPRE,Receita,,7891.84,,,,,,,,392577,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,Aquisição de Equipamentos Elétricos Incapacitante,SEMOP,Receita,,15783.63,,,,,,,,408360.63,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,CAMINHÃO REFRIGERADO,SETRAB,Receita,,23675.52,,,,,,,,432036.15,,,,,,,,1266,-
2025,141590-5,1266,SARGENTO FAHUR,202440660015,09032024-070455,LIBRAS,SEPED,Receita,,19726.91,,,,,,,,451763.06,,,,,,,,1266,-
